,Ordinary Shares Number,Share Issued,Tangible Book Value,Invested Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Total Liabilities Net Minority Interest,Total Assets,ticker,date,Symbol,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,ETF,NextShares
1632,22741665.0,22741665.0,13261937.0,13261937.0,13261937.0,13261937.0,13261937.0,13261937.0,13261937.0,552610.0,13814547.0,GMGI,2021-01-31,GMGI,"Golden Matrix Group, Inc. - Common Stock",S,N,N,100.0,N,N
1633,298800000.0,298800000.0,-2922200000.0,3886800000.0,-2922200000.0,210000000.0,210000000.0,210000000.0,210000000.0,12043600000.0,12253600000.0,PANW,2022-07-31,PANW,"Palo Alto Networks, Inc. - Common Stock",Q,N,N,100.0,N,N
1634,291900000.0,291900000.0,-2445100000.0,3989600000.0,-2445100000.0,763600000.0,2431700000.0,763600000.0,763600000.0,9478000000.0,10241600000.0,PANW,2021-07-31,PANW,"Palo Alto Networks, Inc. - Common Stock",Q,N,N,100.0,N,N
1635,288900000.0,288900000.0,-1069300000.0,4185900000.0,-1069300000.0,1101800000.0,4185900000.0,1101800000.0,1101800000.0,7963600000.0,9065400000.0,PANW,2020-07-31,PANW,"Palo Alto Networks, Inc. - Common Stock",Q,N,N,100.0,N,N
1636,47224074.0,82052253.0,-481841000.0,1519913000.0,-481841000.0,559913000.0,1519913000.0,633750000.0,559913000.0,1520212000.0,2153962000.0,TTEC,2022-12-31,TTEC,"TTEC Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N
1637,46990031.0,82052253.0,-429617000.0,1313213000.0,-429617000.0,522213000.0,1313213000.0,594341000.0,522213000.0,1402463000.0,1996804000.0,TTEC,2021-12-31,TTEC,"TTEC Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N
1638,46737033.0,82052253.0,457762000.0,829702000.0,457762000.0,457762000.0,457762000.0,457762000.0,457762000.0,1058646000.0,1516408000.0,TTEC,2020-12-31,TTEC,"TTEC Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N
1639,46488938.0,82052253.0,431730000.0,708544000.0,431730000.0,431730000.0,431730000.0,431730000.0,431730000.0,945058000.0,1376788000.0,TTEC,2019-12-31,TTEC,"TTEC Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N
1640,12934741.0,12934741.0,2215000.0,2521000.0,2215000.0,2521000.0,2521000.0,2521000.0,2521000.0,2572000.0,5093000.0,BRFH,2022-12-31,BRFH,Barfresh Food Group Inc. - Common Stock,S,N,D,100.0,N,N
1641,12905112.0,12905112.0,7805580.0,8175858.0,7805580.0,8175858.0,8175858.0,8175858.0,8175858.0,1543506.0,9719364.0,BRFH,2021-12-31,BRFH,Barfresh Food Group Inc. - Common Stock,S,N,D,100.0,N,N
1642,11471786.0,11471786.0,1893970.0,4059359.0,1893970.0,2324186.0,3490799.0,2324186.0,2324186.0,3493260.0,5817446.0,BRFH,2020-12-31,BRFH,Barfresh Food Group Inc. - Common Stock,S,N,D,100.0,N,N
1643,10026277.0,10026277.0,-195779.0,3024285.0,-195779.0,283724.0,2873543.0,283724.0,283724.0,4842081.0,5125805.0,BRFH,2019-12-31,BRFH,Barfresh Food Group Inc. - Common Stock,S,N,D,100.0,N,N
1644,6798840.0,6798840.0,1732000.0,6449000.0,1732000.0,6449000.0,6449000.0,6449000.0,6449000.0,4156000.0,10605000.0,SPRC,2022-12-31,SPRC,SciSparc Ltd. - Ordinary Shares,S,N,D,100.0,N,N
1645,3091740.0,3091740.0,8141000.0,8582000.0,8141000.0,8141000.0,8141000.0,8141000.0,8141000.0,1775000.0,9916000.0,SPRC,2021-12-31,SPRC,SciSparc Ltd. - Ordinary Shares,S,N,D,100.0,N,N
1646,1036796.0,1036796.0,1430000.0,1895000.0,1430000.0,1430000.0,1430000.0,1430000.0,1430000.0,1131000.0,2561000.0,SPRC,2020-12-31,SPRC,SciSparc Ltd. - Ordinary Shares,S,N,D,100.0,N,N
1647,81711.0,81711.0,14000.0,420000.0,14000.0,14000.0,14000.0,14000.0,14000.0,1140000.0,1154000.0,SPRC,2019-12-31,SPRC,SciSparc Ltd. - Ordinary Shares,S,N,D,100.0,N,N
1648,37500000.0,37500000.0,289941000.0,290726000.0,289941000.0,289941000.0,289941000.0,289941000.0,289941000.0,14843000.0,304784000.0,GPAC,2022-12-31,GPAC,Global Partner Acquisition Corp II - Class A Ordinary Share,S,N,N,100.0,N,N
1649,37500000.0,37500000.0,274872000.0,274872000.0,274872000.0,274872000.0,274872000.0,274872000.0,274872000.0,26228000.0,301100000.0,GPAC,2021-12-31,GPAC,Global Partner Acquisition Corp II - Class A Ordinary Share,S,N,N,100.0,N,N
1650,37500000.0,37500000.0,20000.0,219000.0,20000.0,20000.0,20000.0,20000.0,20000.0,205000.0,225000.0,GPAC,2020-12-31,GPAC,Global Partner Acquisition Corp II - Class A Ordinary Share,S,N,N,100.0,N,N
1651,55094237.0,55094237.0,126041000.0,228161000.0,126041000.0,224680000.0,228161000.0,224680000.0,224680000.0,29253000.0,253933000.0,NNOX,2022-12-31,NNOX,NANO-X IMAGING LTD - Ordinary Shares,G,N,N,100.0,N,N
1652,51791441.0,51791441.0,132024000.0,296089000.0,132024000.0,292148000.0,295944000.0,292148000.0,292148000.0,71022000.0,363170000.0,NNOX,2021-12-31,NNOX,NANO-X IMAGING LTD - Ordinary Shares,G,N,N,100.0,N,N
1653,46100173.0,46100173.0,230746000.0,230746000.0,230746000.0,230746000.0,230746000.0,230746000.0,230746000.0,5403000.0,236149000.0,NNOX,2020-12-31,NNOX,NANO-X IMAGING LTD - Ordinary Shares,G,N,N,100.0,N,N
1654,44393910.0,44393910.0,-8778000.0,-8778000.0,-8778000.0,-8778000.0,-8778000.0,-8778000.0,-8778000.0,20649000.0,11871000.0,NNOX,2019-12-31,NNOX,NANO-X IMAGING LTD - Ordinary Shares,G,N,N,100.0,N,N
1655,10157750.0,10157750.0,83755202.0,83755202.0,83755202.0,83755202.0,83755202.0,83755202.0,83755202.0,684928.0,84440130.0,FGMCW,2022-12-31,FGMCW,FG Merger Corp. - Warrant,G,N,N,100.0,N,N
1656,10157750.0,10157750.0,-3272.0,-3272.0,-3272.0,-3272.0,-3272.0,-3272.0,-3272.0,3272.0,0.0,FGMCW,2021-12-31,FGMCW,FG Merger Corp. - Warrant,G,N,N,100.0,N,N
1657,10157750.0,10157750.0,-1470.0,-1470.0,-1470.0,-1470.0,-1470.0,-1470.0,-1470.0,1470.0,0.0,FGMCW,2020-12-31,FGMCW,FG Merger Corp. - Warrant,G,N,N,100.0,N,N
1658,298394203.0,298394203.0,1089429000.0,1158911000.0,1089429000.0,1158911000.0,1158911000.0,1158911000.0,1158911000.0,88166000.0,1247077000.0,BLDP,2022-12-31,BLDP,"Ballard Power Systems, Inc. - Common Shares",G,N,N,100.0,N,N
1659,297700295.0,297700295.0,1243161000.0,1328217000.0,1243161000.0,1328217000.0,1328217000.0,1328217000.0,1328217000.0,112726000.0,1440943000.0,BLDP,2021-12-31,BLDP,"Ballard Power Systems, Inc. - Common Shares",G,N,N,100.0,N,N
1660,282078177.0,282078177.0,856846000.0,900887000.0,856846000.0,900887000.0,900887000.0,900887000.0,900887000.0,74712000.0,975599000.0,BLDP,2020-12-31,BLDP,"Ballard Power Systems, Inc. - Common Shares",G,N,N,100.0,N,N
1661,233539538.0,233539538.0,204289000.0,250263000.0,204289000.0,250263000.0,250263000.0,250263000.0,250263000.0,90056000.0,340319000.0,BLDP,2019-12-31,BLDP,"Ballard Power Systems, Inc. - Common Shares",G,N,N,100.0,N,N
1662,18420067.0,18420067.0,55553000.0,71800000.0,55553000.0,59867000.0,68517000.0,59867000.0,59867000.0,36713000.0,96580000.0,SLNG,2022-12-31,SLNG,"Stabilis Solutions, Inc. - Common Stock",S,N,N,100.0,N,N
1663,17691268.0,17691268.0,56606000.0,73378000.0,56606000.0,61059000.0,71247000.0,61059000.0,61059000.0,26277000.0,87336000.0,SLNG,2021-12-31,SLNG,"Stabilis Solutions, Inc. - Common Stock",S,N,N,100.0,N,N
1664,16896626.0,16896626.0,57577000.0,69901000.0,57577000.0,62030000.0,65438000.0,62030000.0,62030000.0,18283000.0,80313000.0,SLNG,2020-12-31,SLNG,"Stabilis Solutions, Inc. - Common Stock",S,N,N,100.0,N,N
1665,16800612.0,16800612.0,63390000.0,75478000.0,63390000.0,67843000.0,73920000.0,67843000.0,67843000.0,22483000.0,90326000.0,SLNG,2019-12-31,SLNG,"Stabilis Solutions, Inc. - Common Stock",S,N,N,100.0,N,N
1666,16986785.0,16986785.0,300923000.0,504209000.0,300923000.0,394016000.0,447416000.0,394016000.0,394016000.0,4131942000.0,4525958000.0,CCBG,2022-12-31,CCBG,Capital City Bank Group - Common Stock,Q,N,N,100.0,N,N
1667,16892060.0,16892060.0,289913000.0,471494000.0,289913000.0,383166000.0,436937000.0,383166000.0,383166000.0,3880683000.0,4263849000.0,CCBG,2021-12-31,CCBG,Capital City Bank Group - Common Stock,Q,N,N,100.0,N,N
1668,16790573.0,16790573.0,231742000.0,456435000.0,231742000.0,320837000.0,376781000.0,320837000.0,320837000.0,3477234000.0,3798071000.0,CCBG,2020-12-31,CCBG,Capital City Bank Group - Common Stock,Q,N,N,100.0,N,N
1669,16771544.0,16771544.0,242205000.0,392821000.0,242205000.0,327016000.0,386417000.0,327016000.0,327016000.0,2761937000.0,3088953000.0,CCBG,2019-12-31,CCBG,Capital City Bank Group - Common Stock,Q,N,N,100.0,N,N
1670,6257137.0,6257137.0,14370000.0,14370164.0,14370000.0,14370000.0,14370000.0,14370000.0,14370000.0,7617000.0,21987000.0,RMCF,2023-02-28,RMCF,"Rocky Mountain Chocolate Factory, Inc. - Common Stock",G,N,N,100.0,N,N
1671,6186356.0,6186356.0,19400000.0,19399926.0,19400000.0,19400000.0,19400000.0,19400000.0,19400000.0,7481000.0,26881000.0,RMCF,2022-02-28,RMCF,"Rocky Mountain Chocolate Factory, Inc. - Common Stock",G,N,N,100.0,N,N
1672,6074293.0,6074293.0,18900000.0,18967569.0,18900000.0,18900000.0,18900000.0,18900000.0,18900000.0,6051000.0,24951000.0,RMCF,2021-02-28,RMCF,"Rocky Mountain Chocolate Factory, Inc. - Common Stock",G,N,N,100.0,N,N
1673,6019532.0,6019532.0,19356000.0,19355511.0,19356000.0,19356000.0,19356000.0,19356000.0,19356000.0,8461000.0,27817000.0,RMCF,2020-02-29,RMCF,"Rocky Mountain Chocolate Factory, Inc. - Common Stock",G,N,N,100.0,N,N
1674,11252225.0,11252225.0,85447049.0,85447049.0,85447049.0,85447049.0,85447049.0,85447049.0,85447049.0,3190706.0,88637755.0,AIBBU,2022-12-31,AIBBU,AIB Acquisition Corporation - Unit,G,N,D,100.0,N,N
1675,11252225.0,11252225.0,1723.0,274223.0,1723.0,1723.0,1723.0,1723.0,1723.0,320394.0,322117.0,AIBBU,2021-12-31,AIBBU,AIB Acquisition Corporation - Unit,G,N,D,100.0,N,N
1676,7325005.0,8655699.0,105475000.0,120395000.0,105475000.0,119990000.0,119990000.0,119990000.0,119990000.0,22946000.0,142936000.0,LAKE,2023-01-31,LAKE,"Lakeland Industries, Inc. - Common Stock",G,N,N,100.0,N,N
1677,7615967.0,8555672.0,125100000.0,125100000.0,125100000.0,125100000.0,125100000.0,125100000.0,125100000.0,15693000.0,140793000.0,LAKE,2022-01-31,LAKE,"Lakeland Industries, Inc. - Common Stock",G,N,N,100.0,N,N
1678,7984518.0,8493760.0,122047000.0,122918000.0,122047000.0,122918000.0,122918000.0,122918000.0,122918000.0,17007000.0,139925000.0,LAKE,2021-01-31,LAKE,"Lakeland Industries, Inc. - Common Stock",G,N,N,100.0,N,N
1679,7972423.0,8481665.0,84181000.0,86207000.0,84181000.0,85052000.0,85052000.0,85052000.0,85052000.0,14353000.0,99405000.0,LAKE,2020-01-31,LAKE,"Lakeland Industries, Inc. - Common Stock",G,N,N,100.0,N,N
1680,10146143.0,10146143.0,76661706.0,76731706.0,76661706.0,76661706.0,76661706.0,76661706.0,76661706.0,2851250.0,79512956.0,KACL,2022-06-30,KACL,Kairous Acquisition Corp. Limited - Ordinary Shares,G,N,D,100.0,N,N
1681,10352393.0,10352393.0,18695.0,18695.0,18695.0,18695.0,18695.0,18695.0,18695.0,228746.0,247441.0,KACL,2021-06-30,KACL,Kairous Acquisition Corp. Limited - Ordinary Shares,G,N,D,100.0,N,N
1682,67136250.0,67136250.0,-55755000.0,-35050000.0,-55755000.0,-55692000.0,-45050000.0,-55692000.0,-55692000.0,143770000.0,88078000.0,TYGO,2022-12-31,TYGO,"Tigo Energy, Inc. - Common Stock",S,N,N,100.0,N,N
1683,67136250.0,67136250.0,-49944000.0,-40485000.0,-49944000.0,-49896000.0,-48485000.0,-49896000.0,-49896000.0,73854000.0,23958000.0,TYGO,2021-12-31,TYGO,"Tigo Energy, Inc. - Common Stock",S,N,N,100.0,N,N
1684,170895670.0,170895670.0,2544500000.0,5620892000.0,2544500000.0,2544500000.0,5620892000.0,2544500000.0,2544500000.0,3136724000.0,5681224000.0,GBDC,2022-09-30,GBDC,"Golub Capital BDC, Inc. - Closed End Fund",Q,N,N,100.0,N,N
1685,170028584.0,170028584.0,2582692000.0,5134070000.0,2582692000.0,2582692000.0,5134070000.0,2582692000.0,2582692000.0,2582223000.0,5164915000.0,GBDC,2021-09-30,GBDC,"Golub Capital BDC, Inc. - Closed End Fund",Q,N,N,100.0,N,N
1686,167259511.0,167259511.0,2396193000.0,4413995000.0,2396193000.0,2396193000.0,4413995000.0,2396193000.0,2396193000.0,2048091000.0,4444284000.0,GBDC,2020-09-30,GBDC,"Golub Capital BDC, Inc. - Closed End Fund",Q,N,N,100.0,N,N
1687,139931451.0,139931451.0,2222854000.0,4342307000.0,2222854000.0,2222854000.0,4342307000.0,2222854000.0,2222854000.0,2172009000.0,4394863000.0,GBDC,2019-09-30,GBDC,"Golub Capital BDC, Inc. - Closed End Fund",Q,N,N,100.0,N,N
1688,47105771.0,52143901.0,42736192.0,46584480.0,42736192.0,46584480.0,46584480.0,46584480.0,46584480.0,7345056.0,53929536.0,PFIE,2022-12-31,PFIE,"Profire Energy, Inc. - Common Stock",S,N,N,100.0,N,N
1689,47643233.0,51720142.0,40012464.0,44140983.0,40012464.0,44140983.0,44140983.0,44140983.0,44140983.0,3897139.0,48038122.0,PFIE,2021-12-31,PFIE,"Profire Energy, Inc. - Common Stock",S,N,N,100.0,N,N
1690,47972583.0,51384961.0,41021135.0,45372386.0,41021135.0,45372386.0,45372386.0,45372386.0,45372386.0,2950839.0,48323225.0,PFIE,2020-12-31,PFIE,"Profire Energy, Inc. - Common Stock",S,N,N,100.0,N,N
1691,47411977.0,50824355.0,42002423.0,46571586.0,42002423.0,46571586.0,46571586.0,46571586.0,46571586.0,5676774.0,52248360.0,PFIE,2019-12-31,PFIE,"Profire Energy, Inc. - Common Stock",S,N,N,100.0,N,N
1692,26250000.0,26250000.0,37079728.0,65991072.0,37079728.0,65991072.0,65991072.0,66354741.0,65991072.0,28287299.0,94642040.0,ARBB,2022-12-31,ARBB,ARB IOT Group Limited - Ordinary Shares,S,N,N,100.0,N,N
1693,26250000.0,26250000.0,155098601.0,294152605.0,155098601.0,294152605.0,294152605.0,294494948.0,294152605.0,34118346.0,328613294.0,ARBB,2022-06-30,ARBB,ARB IOT Group Limited - Ordinary Shares,S,N,N,100.0,N,N
1694,26250000.0,26250000.0,11515202.0,80257925.0,11515202.0,80257925.0,80257925.0,83977387.0,80257925.0,37400861.0,121378248.0,ARBB,2021-06-30,ARBB,ARB IOT Group Limited - Ordinary Shares,S,N,N,100.0,N,N
1695,42445517.0,42445517.0,97350000.0,146711000.0,97350000.0,100999000.0,146711000.0,100999000.0,100999000.0,94388000.0,195387000.0,AXGN,2022-12-31,AXGN,"Axogen, Inc. - Common Stock",S,N,N,100.0,N,N
1696,41736950.0,41736950.0,109691000.0,157371000.0,109691000.0,112550000.0,157371000.0,112550000.0,112550000.0,95474000.0,208024000.0,AXGN,2021-12-31,AXGN,"Axogen, Inc. - Common Stock",S,N,N,100.0,N,N
1697,40618766.0,40618766.0,121095000.0,156039000.0,121095000.0,123149000.0,155176000.0,123149000.0,123149000.0,78232000.0,201381000.0,AXGN,2020-12-31,AXGN,"Axogen, Inc. - Common Stock",S,N,N,100.0,N,N
1698,39589755.0,39589755.0,130638000.0,135484000.0,130638000.0,132153000.0,133748000.0,132153000.0,132153000.0,22490000.0,154643000.0,AXGN,2019-12-31,AXGN,"Axogen, Inc. - Common Stock",S,N,N,100.0,N,N
1699,8901389.0,8901389.0,66691005.0,66691005.0,66691005.0,66691005.0,66691005.0,66691005.0,66691005.0,2786420.0,69477425.0,ARIZ,2022-09-30,ARIZ,Arisz Acquisition Corp. - Common Stock,G,N,N,100.0,N,N
1700,8901389.0,8901389.0,24510.0,129510.0,24510.0,24510.0,24510.0,24510.0,24510.0,125490.0,150000.0,ARIZ,2021-09-30,ARIZ,Arisz Acquisition Corp. - Common Stock,G,N,N,100.0,N,N
1701,159525943.0,159676150.0,-124864000.0,1372669000.0,-124864000.0,1079661000.0,1369649000.0,1079661000.0,1079661000.0,493261000.0,1572922000.0,CERT,2022-12-31,CERT,"Certara, Inc. - Common Stock",Q,N,N,100.0,N,N
1702,159658948.0,159660048.0,-173345000.0,1336615000.0,-173345000.0,1041849000.0,1333595000.0,1041849000.0,1041849000.0,469881000.0,1511730000.0,CERT,2021-12-31,CERT,"Certara, Inc. - Common Stock",Q,N,N,100.0,N,N
1703,152979479.0,152979479.0,-92905000.0,1120912000.0,-92905000.0,822132000.0,1116232000.0,822132000.0,822132000.0,447268000.0,1269400000.0,CERT,2020-12-31,CERT,"Certara, Inc. - Common Stock",Q,N,N,100.0,N,N
1704,152681756.0,152681756.0,-450946000.0,893379000.0,-450946000.0,492048000.0,889169000.0,492048000.0,492048000.0,545021000.0,1037069000.0,CERT,2019-12-31,CERT,"Certara, Inc. - Common Stock",Q,N,N,100.0,N,N
1705,56676313.0,56676313.0,555292000.0,583940000.0,555292000.0,555292000.0,583940000.0,555292000.0,555292000.0,91299000.0,646591000.0,REPL,2023-03-31,REPL,"Replimune Group, Inc. - Common Stock",Q,N,N,100.0,N,N
1706,47338660.0,47338660.0,411229000.0,411229000.0,411229000.0,411229000.0,411229000.0,411229000.0,411229000.0,49963000.0,461192000.0,REPL,2022-03-31,REPL,"Replimune Group, Inc. - Common Stock",Q,N,N,100.0,N,N
1707,46566481.0,46566481.0,498728000.0,498728000.0,498728000.0,498728000.0,498728000.0,498728000.0,498728000.0,44370000.0,543098000.0,REPL,2021-03-31,REPL,"Replimune Group, Inc. - Common Stock",Q,N,N,100.0,N,N
1708,36668743.0,36668743.0,183718000.0,193519000.0,183718000.0,183718000.0,193519000.0,183718000.0,183718000.0,50379000.0,234097000.0,REPL,2020-03-31,REPL,"Replimune Group, Inc. - Common Stock",Q,N,N,100.0,N,N
1709,65592597.0,65592597.0,2741093000.0,3312665000.0,2741093000.0,2741093000.0,3312665000.0,2753469000.0,2741093000.0,781053000.0,3534522000.0,RGLD,2022-12-31,RGLD,"Royal Gold, Inc. - Common Stock",Q,N,N,100.0,N,N
1710,65551061.0,65551061.0,2490768000.0,2490768000.0,2490768000.0,2490768000.0,2490768000.0,2503415000.0,2490768000.0,148190000.0,2651605000.0,RGLD,2021-06-30,RGLD,"Royal Gold, Inc. - Common Stock",Q,N,N,100.0,N,N
1711,65531288.0,65531288.0,2272217000.0,2572656000.0,2272217000.0,2272217000.0,2572656000.0,2302119000.0,2272217000.0,464168000.0,2766287000.0,RGLD,2020-06-30,RGLD,"Royal Gold, Inc. - Common Stock",Q,N,N,100.0,N,N
1712,12135001.0,12135001.0,-1283271.0,-1283271.0,-1283271.0,-1283271.0,-1283271.0,-1283271.0,-1283271.0,1512890.0,229619.0,USGOW,2022-11-30,USGOW,U.S. GoldMining Inc. - Warrant,S,N,N,100.0,N,N
1713,12135001.0,12135001.0,-264332.0,230149.0,-264332.0,-264332.0,-264332.0,-264332.0,-264332.0,704122.0,439790.0,USGOW,2021-11-30,USGOW,U.S. GoldMining Inc. - Warrant,S,N,N,100.0,N,N
1714,12135001.0,12135001.0,61351.0,555832.0,61351.0,61351.0,61351.0,61351.0,61351.0,683481.0,744832.0,USGOW,2020-11-30,USGOW,U.S. GoldMining Inc. - Warrant,S,N,N,100.0,N,N
1715,117176928.0,117176928.0,3687056000.0,5425803000.0,4026036000.0,4350599000.0,5764783000.0,4690938000.0,4689579000.0,22965630000.0,27656568000.0,OZKAP,2022-12-31,OZKAP,Bank OZK - 4.625% Series A Non-Cumulative Perpetual Preferred Stock,Q,N,N,100.0,N,N
1716,125443748.0,125443748.0,3828200000.0,5714635000.0,4167180000.0,4497263000.0,6053615000.0,4839360000.0,4836243000.0,21691070000.0,26530430000.0,OZKAP,2021-12-31,OZKAP,Bank OZK - 4.625% Series A Non-Cumulative Perpetual Preferred Stock,Q,N,N,100.0,N,N
1717,129350448.0,129350448.0,3596813000.0,5367721000.0,3596813000.0,4272271000.0,5367721000.0,4275356000.0,4272271000.0,22887240000.0,27162596000.0,OZKAP,2020-12-31,OZKAP,Bank OZK - 4.625% Series A Non-Cumulative Perpetual Preferred Stock,Q,N,N,100.0,N,N
1718,128951024.0,128951024.0,3465809000.0,4845317000.0,3465809000.0,4150351000.0,4845317000.0,4153468000.0,4150351000.0,19402260000.0,23555728000.0,OZKAP,2019-12-31,OZKAP,Bank OZK - 4.625% Series A Non-Cumulative Perpetual Preferred Stock,Q,N,N,100.0,N,N
1719,404067273.0,404067273.0,183500000.0,3507500000.0,183500000.0,2271800000.0,3507500000.0,2271800000.0,2271800000.0,4864600000.0,7136400000.0,ZI,2022-12-31,ZI,ZoomInfo Technologies Inc. - Common Stock,Q,N,N,100.0,N,N
1720,403315989.0,403315989.0,-8200000.0,3230800000.0,-8200000.0,1997900000.0,3230800000.0,1997900000.0,1997900000.0,4855000000.0,6852900000.0,ZI,2021-12-31,ZI,ZoomInfo Technologies Inc. - Common Stock,Q,N,N,100.0,N,N
1721,173820611.0,173820611.0,-863000000.0,1247700000.0,-863000000.0,502800000.0,1247700000.0,939600000.0,502800000.0,1387800000.0,2327400000.0,ZI,2020-12-31,ZI,ZoomInfo Technologies Inc. - Common Stock,Q,N,N,100.0,N,N
1722,143454438.0,143454438.0,-1551200000.0,989500000.0,-1551200000.0,-213800000.0,980800000.0,-213800000.0,-213800000.0,1775700000.0,1561900000.0,ZI,2019-12-31,ZI,ZoomInfo Technologies Inc. - Common Stock,Q,N,N,100.0,N,N
1723,11655936.0,11655936.0,9578654.0,9641134.0,9578654.0,9641134.0,9641134.0,9641134.0,9641134.0,2198522.0,11839656.0,STSS,2022-12-31,STSS,Sharps Technology Inc. - Common Stock,S,N,D,100.0,N,N
1724,7795062.0,7795062.0,3136197.0,3836212.0,3136197.0,3136197.0,3136197.0,3136197.0,3136197.0,2766153.0,5902350.0,STSS,2021-12-31,STSS,Sharps Technology Inc. - Common Stock,S,N,D,100.0,N,N
1725,7795062.0,7795062.0,2130823.0,2130823.0,2130823.0,2130823.0,2130823.0,2130823.0,2130823.0,101245.0,2232068.0,STSS,2020-12-31,STSS,Sharps Technology Inc. - Common Stock,S,N,D,100.0,N,N
1726,23593163.0,23593163.0,215657000.0,519611000.0,215657000.0,430228000.0,519611000.0,430228000.0,430228000.0,364013000.0,794241000.0,HCCI,2022-12-31,HCCI,"Heritage-Crystal Clean, Inc. - Common Stock",Q,N,N,100.0,N,N
1727,23473931.0,23473931.0,246412000.0,342056000.0,246412000.0,342056000.0,342056000.0,342056000.0,342056000.0,184808000.0,526864000.0,HCCI,2021-12-31,HCCI,"Heritage-Crystal Clean, Inc. - Common Stock",Q,N,N,100.0,N,N
1728,23340700.0,23340700.0,222383000.0,307156000.0,222383000.0,277500000.0,307156000.0,277500000.0,277500000.0,184169000.0,461669000.0,HCCI,2020-12-31,HCCI,"Heritage-Crystal Clean, Inc. - Common Stock",Q,N,N,100.0,N,N
1729,23191498.0,23191498.0,215108000.0,294345000.0,215108000.0,264997000.0,294345000.0,265631000.0,264997000.0,205683000.0,471314000.0,HCCI,2019-12-31,HCCI,"Heritage-Crystal Clean, Inc. - Common Stock",Q,N,N,100.0,N,N
1730,393283886.0,393708886.0,202633000.0,203503000.0,202633000.0,203503000.0,203503000.0,203503000.0,203503000.0,85328000.0,288831000.0,LILM,2022-12-31,LILM,Lilium N.V. - Class A Ordinary Shares,Q,N,N,100.0,N,N
1731,285282980.0,285282980.0,341117000.0,342511000.0,341117000.0,342511000.0,342511000.0,342511000.0,342511000.0,88914000.0,431425000.0,LILM,2021-12-31,LILM,Lilium N.V. - Class A Ordinary Shares,Q,N,N,100.0,N,N
1732,284110059.0,284110059.0,56350000.0,156957000.0,56350000.0,57722000.0,57722000.0,57722000.0,57722000.0,127224000.0,184946000.0,LILM,2020-12-31,LILM,Lilium N.V. - Class A Ordinary Shares,Q,N,N,100.0,N,N
1733,130329863.0,130329863.0,362494000.0,362494000.0,362494000.0,362494000.0,362494000.0,362494000.0,362494000.0,43344000.0,405838000.0,IMVT,2023-03-31,IMVT,"Immunovant, Inc.  - Common Stock",Q,N,N,100.0,N,N
1734,116482899.0,116482899.0,469825000.0,469825000.0,469825000.0,469825000.0,469825000.0,469825000.0,469825000.0,45739000.0,515564000.0,IMVT,2022-03-31,IMVT,"Immunovant, Inc.  - Common Stock",Q,N,N,100.0,N,N
1735,97971243.0,97971243.0,391480000.0,391480000.0,391480000.0,391480000.0,391480000.0,391480000.0,391480000.0,21009000.0,412489000.0,IMVT,2021-03-31,IMVT,"Immunovant, Inc.  - Common Stock",Q,N,N,100.0,N,N
1736,54655376.0,56455376.0,94069000.0,94069000.0,94069000.0,94069000.0,94069000.0,94069000.0,94069000.0,15318000.0,109387000.0,IMVT,2020-03-31,IMVT,"Immunovant, Inc.  - Common Stock",Q,N,N,100.0,N,N
1737,88276613.0,89354754.0,-433826000.0,1345881000.0,-433826000.0,894562000.0,1345881000.0,928293000.0,894562000.0,698507000.0,1626800000.0,RPAY,2022-12-31,RPAY,Repay Holdings Corporation - Class A Common Stock,S,N,N,100.0,N,N
1738,88502621.0,88502621.0,-527773000.0,1322488000.0,-527773000.0,874003000.0,1322488000.0,913036000.0,874003000.0,772804000.0,1685840000.0,RPAY,2021-12-31,RPAY,Repay Holdings Corporation - Class A Common Stock,S,N,N,100.0,N,N
1739,71244682.0,71244682.0,-318884000.0,766027000.0,-318884000.0,509313000.0,759266000.0,556181000.0,509313000.0,553797000.0,1109978000.0,RPAY,2020-12-31,RPAY,Repay Holdings Corporation - Class A Common Stock,S,N,N,100.0,N,N
1740,37530568.0,37530568.0,-468357371.0,467795741.0,-468357371.0,254353036.0,462545741.0,460515071.0,254353036.0,321527080.0,782042151.0,RPAY,2019-12-31,RPAY,Repay Holdings Corporation - Class A Common Stock,S,N,N,100.0,N,N
1741,76796000.0,134456000.0,562276000.0,831553000.0,562276000.0,831553000.0,831553000.0,843863000.0,831553000.0,414125000.0,1257988000.0,SHOO,2022-12-31,SHOO,"Steven Madden, Ltd. - Common Stock",Q,N,N,100.0,N,N
1742,80557000.0,134029000.0,532010000.0,812098000.0,532010000.0,812098000.0,812098000.0,820538000.0,812098000.0,535004000.0,1355542000.0,SHOO,2021-12-31,SHOO,"Steven Madden, Ltd. - Common Stock",Q,N,N,100.0,N,N
1743,82616000.0,133247000.0,493130000.0,776586000.0,493130000.0,776586000.0,776586000.0,790369000.0,776586000.0,347392000.0,1137761000.0,SHOO,2020-12-31,SHOO,"Steven Madden, Ltd. - Common Stock",Q,N,N,100.0,N,N
